,date,ticker,open,high,low,close,volume
0,2020-01-02,VNINDEX,960.26,966.67,959.67,966.67,128410670
1,2020-01-03,VNINDEX,968.72,970.88,965.14,965.14,144668880
2,2020-01-06,VNINDEX,962.79,965.14,955.59,955.79,137059570
3,2020-01-07,VNINDEX,955.79,959.46,953.19,958.88,126566780
4,2020-01-08,VNINDEX,954.13,958.88,945.28,948.98,175534190
5,2020-01-09,VNINDEX,953.86,960.73,948.98,960.15,130690470
6,2020-01-10,VNINDEX,961.17,969.71,960.15,968.54,160461650
7,2020-01-13,VNINDEX,966.89,968.63,964.79,965.84,115808100
8,2020-01-14,VNINDEX,966.26,968.85,965.76,967.0,125449000
9,2020-01-15,VNINDEX,967.69,967.69,964.84,967.56,109520090
10,2020-01-16,VNINDEX,967.2,974.7,967.17,974.31,143788670
11,2020-01-17,VNINDEX,976.28,980.02,973.79,978.96,114716080
12,2020-01-20,VNINDEX,978.23,979.85,975.93,978.63,98732080
13,2020-01-21,VNINDEX,978.82,986.37,978.63,986.37,123872370
14,2020-01-22,VNINDEX,986.52,991.46,983.92,991.46,124881140
15,2020-01-30,VNINDEX,975.15,991.46,954.0,959.58,174488050
16,2020-01-31,VNINDEX,959.58,960.96,936.62,936.62,203521680
17,2020-02-03,VNINDEX,916.6,936.62,891.85,928.14,238589640
18,2020-02-04,VNINDEX,929.42,934.91,919.33,929.09,171707930
19,2020-02-05,VNINDEX,934.75,936.33,921.89,925.91,158265300
20,2020-02-06,VNINDEX,926.66,938.54,925.21,938.54,199011870
21,2020-02-07,VNINDEX,938.61,943.48,935.94,940.75,159078180
22,2020-02-10,VNINDEX,934.38,940.75,926.61,930.73,124769190
23,2020-02-11,VNINDEX,930.73,936.04,930.73,934.67,152383070
24,2020-02-12,VNINDEX,940.72,943.11,934.67,937.68,180704710
25,2020-02-13,VNINDEX,937.19,939.1,934.47,938.24,148281160
26,2020-02-14,VNINDEX,939.28,940.65,936.47,937.45,164026980
27,2020-02-17,VNINDEX,938.52,938.52,931.66,934.77,143700760
28,2020-02-18,VNINDEX,927.93,934.98,926.01,927.93,154796540
29,2020-02-19,VNINDEX,926.41,931.66,925.86,928.76,155110900
30,2020-02-20,VNINDEX,933.69,938.13,928.76,938.13,176812010
31,2020-02-21,VNINDEX,938.13,940.53,932.32,933.09,170762390
32,2020-02-24,VNINDEX,917.49,917.49,903.34,903.34,246597810
33,2020-02-25,VNINDEX,893.95,909.67,893.95,909.67,177111460
34,2020-02-26,VNINDEX,901.51,903.27,894.25,895.97,124900000
35,2020-02-27,VNINDEX,892.15,899.34,889.14,898.44,127837480
36,2020-02-28,VNINDEX,885.47,898.44,872.46,882.19,177524420
37,2020-03-02,VNINDEX,878.43,886.45,877.31,884.43,167380280
38,2020-03-03,VNINDEX,895.39,896.39,884.43,890.61,170679850
39,2020-03-04,VNINDEX,887.85,890.61,882.83,889.37,187504950
40,2020-03-05,VNINDEX,892.71,898.43,889.37,893.31,203361170
41,2020-03-06,VNINDEX,888.96,893.31,882.71,891.44,167947850
42,2020-03-09,VNINDEX,875.8,891.44,834.67,835.49,263053320
43,2020-03-10,VNINDEX,813.83,843.28,806.63,837.5,230832850
44,2020-03-11,VNINDEX,843.52,844.94,794.54,811.35,267076050
45,2020-03-12,VNINDEX,778.06,811.35,762.12,769.25,300321120
46,2020-03-13,VNINDEX,750.56,769.25,723.42,761.78,272120840
47,2020-03-16,VNINDEX,758.28,758.59,737.58,747.86,214087850
48,2020-03-17,VNINDEX,724.07,750.03,721.84,745.78,194484800
49,2020-03-18,VNINDEX,747.4,752.65,742.12,747.66,196989710
50,2020-03-19,VNINDEX,732.35,747.66,714.02,725.94,299318150
51,2020-03-20,VNINDEX,728.55,729.35,709.73,709.73,191037210
52,2020-03-23,VNINDEX,694.77,709.73,664.23,666.59,215575310
53,2020-03-24,VNINDEX,666.59,666.59,652.27,659.21,201483240
54,2020-03-25,VNINDEX,669.76,690.25,659.21,690.25,203649540
55,2020-03-26,VNINDEX,689.0,700.76,680.1,694.21,162568840
56,2020-03-27,VNINDEX,692.54,703.22,682.52,696.06,201217090
57,2020-03-30,VNINDEX,663.91,665.56,657.36,662.26,186661120
58,2020-03-31,VNINDEX,669.74,678.64,649.1,662.53,219653380
59,2020-04-01,VNINDEX,658.8,684.96,657.41,680.23,196877180
60,2020-04-03,VNINDEX,687.92,701.8,680.23,701.8,189031820
61,2020-04-06,VNINDEX,716.22,736.75,701.8,736.75,294808670
62,2020-04-07,VNINDEX,744.97,749.13,730.28,746.69,270016090
63,2020-04-08,VNINDEX,740.03,748.36,730.12,748.02,197089400
64,2020-04-09,VNINDEX,751.08,765.87,748.02,760.33,264010370
65,2020-04-10,VNINDEX,759.08,764.36,751.59,757.94,288523650
66,2020-04-13,VNINDEX,762.99,774.62,757.94,765.79,192714420
67,2020-04-14,VNINDEX,769.01,769.53,753.85,767.41,220987900
68,2020-04-15,VNINDEX,768.05,779.52,768.01,777.22,246931990
69,2020-04-16,VNINDEX,773.11,781.06,770.91,780.7,210855960
70,2020-04-17,VNINDEX,786.96,790.95,783.74,789.6,259215800
71,2020-04-20,VNINDEX,796.17,797.49,786.73,794.97,296902980
72,2020-04-21,VNINDEX,794.97,794.97,761.96,766.84,359054290
73,2020-04-22,VNINDEX,752.8,774.94,749.97,768.92,216998910
74,2020-04-23,VNINDEX,768.92,785.6,768.92,773.91,183125870
75,2020-04-24,VNINDEX,777.28,778.3,767.31,776.66,220832320
76,2020-04-27,VNINDEX,780.65,785.74,770.77,770.77,249734360
77,2020-04-28,VNINDEX,773.31,776.13,763.66,767.21,191259410
78,2020-04-29,VNINDEX,768.59,772.62,767.21,769.11,206643310
79,2020-05-04,VNINDEX,766.14,769.73,761.64,762.47,247806970
80,2020-05-05,VNINDEX,763.22,767.03,760.04,764.16,164236570
81,2020-05-06,VNINDEX,767.3,782.59,765.37,782.59,201354240
82,2020-05-07,VNINDEX,785.08,796.54,782.59,796.54,206239180
83,2020-05-08,VNINDEX,800.32,825.72,800.2,813.73,327812460
84,2020-05-11,VNINDEX,818.26,828.33,812.48,828.33,257067600
85,2020-05-12,VNINDEX,827.29,835.95,819.66,835.32,277858300
86,2020-05-13,VNINDEX,835.32,839.59,815.13,834.21,329207630
87,2020-05-14,VNINDEX,830.97,836.19,826.17,832.4,267465830
88,2020-05-15,VNINDEX,835.42,838.47,824.59,827.03,251261900
89,2020-05-18,VNINDEX,827.49,837.61,823.08,837.01,217053660
90,2020-05-19,VNINDEX,852.14,854.25,844.15,845.92,283581220
91,2020-05-20,VNINDEX,843.26,852.91,842.21,852.91,228599630
92,2020-05-21,VNINDEX,854.93,862.73,854.04,862.73,293360320
93,2020-05-22,VNINDEX,859.29,860.65,852.08,852.74,252877780
94,2020-05-25,VNINDEX,852.9,860.45,849.12,859.04,250961090
95,2020-05-26,VNINDEX,861.47,869.65,859.04,869.13,298805910
96,2020-05-27,VNINDEX,873.42,875.35,857.48,857.48,343925020
97,2020-05-28,VNINDEX,858.97,866.17,856.48,861.39,253773110
98,2020-05-29,VNINDEX,861.59,866.95,859.26,864.47,273759110
99,2020-06-01,VNINDEX,868.97,878.67,864.47,878.67,407851730
100,2020-06-02,VNINDEX,879.23,882.73,874.53,874.8,430693930
101,2020-06-03,VNINDEX,876.73,881.17,874.01,881.17,310662830
102,2020-06-04,VNINDEX,883.22,888.32,883.22,883.9,385391870
103,2020-06-05,VNINDEX,883.4,886.59,878.5,886.22,443912540
104,2020-06-08,VNINDEX,888.7,905.65,886.22,899.92,493739870
105,2020-06-09,VNINDEX,902.26,904.89,898.87,899.43,440885790
106,2020-06-10,VNINDEX,898.78,902.69,890.3,900.68,503765230
107,2020-06-11,VNINDEX,900.48,903.7,867.37,867.37,652065330
108,2020-06-12,VNINDEX,841.85,863.52,841.44,863.52,570742950
109,2020-06-15,VNINDEX,867.52,868.16,832.47,832.47,458873120
110,2020-06-16,VNINDEX,848.86,858.7,832.47,856.13,352522760
111,2020-06-17,VNINDEX,861.05,861.05,852.27,854.44,302858850
112,2020-06-18,VNINDEX,850.92,858.03,847.49,855.27,228687960
113,2020-06-19,VNINDEX,857.77,868.56,857.77,868.56,366681240
114,2020-06-22,VNINDEX,871.56,872.94,867.37,871.28,323158570
115,2020-06-23,VNINDEX,871.12,873.2,864.02,868.2,393389630
116,2020-06-24,VNINDEX,868.2,873.13,857.58,859.71,333183530
117,2020-06-25,VNINDEX,851.09,856.23,849.65,854.59,277602920
118,2020-06-26,VNINDEX,859.07,862.59,850.66,851.98,251666430
119,2020-06-29,VNINDEX,846.26,851.98,826.0,829.36,326792990
120,2020-06-30,VNINDEX,836.72,840.31,821.92,825.11,303001550
121,2020-07-01,VNINDEX,827.67,844.26,826.38,843.49,246403110
122,2020-07-02,VNINDEX,845.66,845.66,838.48,842.38,186600120
123,2020-07-03,VNINDEX,845.26,848.16,842.38,847.61,167905910
124,2020-07-06,VNINDEX,851.47,861.85,847.61,861.16,186488550
125,2020-07-07,VNINDEX,865.46,870.63,861.16,863.42,277258150
126,2020-07-08,VNINDEX,861.75,865.58,859.98,864.5,179077960
127,2020-07-09,VNINDEX,867.66,878.36,864.5,876.46,252754480
128,2020-07-10,VNINDEX,873.7,878.53,867.59,871.21,246647990
129,2020-07-13,VNINDEX,874.85,876.83,866.99,868.72,197873620
130,2020-07-14,VNINDEX,865.01,868.72,860.28,868.11,197910160
131,2020-07-15,VNINDEX,872.8,876.69,868.11,869.91,217913850
132,2020-07-16,VNINDEX,871.81,876.83,869.25,876.83,215359040
133,2020-07-17,VNINDEX,873.48,875.07,871.89,872.02,233381060
134,2020-07-20,VNINDEX,870.66,872.02,861.4,861.4,250066830
135,2020-07-21,VNINDEX,863.94,864.7,856.94,861.69,210549410
136,2020-07-22,VNINDEX,862.8,864.0,854.97,855.08,202171130
137,2020-07-23,VNINDEX,854.92,857.22,851.97,856.75,213657500
138,2020-07-24,VNINDEX,854.23,856.75,816.65,829.16,425657950
139,2020-07-27,VNINDEX,794.14,808.74,780.64,785.17,364380500
140,2020-07-28,VNINDEX,786.72,814.4,786.67,813.36,302374530
141,2020-07-29,VNINDEX,800.39,800.39,779.82,790.84,300739020
142,2020-07-30,VNINDEX,796.22,802.97,794.88,801.13,156653990
143,2020-07-31,VNINDEX,787.78,803.55,786.98,798.39,212686810
144,2020-08-03,VNINDEX,796.86,814.84,796.47,814.65,234591660
145,2020-08-04,VNINDEX,822.86,827.57,820.2,827.57,243168140
146,2020-08-05,VNINDEX,827.54,839.52,820.74,837.8,253173050
147,2020-08-06,VNINDEX,838.01,844.16,833.56,840.04,221480220
148,2020-08-07,VNINDEX,840.65,844.33,836.84,841.46,220162060
149,2020-08-10,VNINDEX,845.11,849.52,843.2,843.2,266886920
150,2020-08-11,VNINDEX,847.61,847.61,840.35,843.08,220200320
151,2020-08-12,VNINDEX,844.19,848.54,842.88,846.92,229380860
152,2020-08-13,VNINDEX,849.96,855.19,849.86,855.05,226911600
153,2020-08-14,VNINDEX,854.29,860.32,848.38,850.74,273841100
154,2020-08-17,VNINDEX,848.08,852.05,841.62,850.15,207974100
155,2020-08-18,VNINDEX,846.43,851.06,845.0,846.43,178078740
156,2020-08-19,VNINDEX,847.19,853.15,846.22,851.21,208356760
157,2020-08-20,VNINDEX,851.21,856.99,847.44,848.21,225257430
158,2020-08-21,VNINDEX,849.99,856.45,848.21,854.78,254993250
159,2020-08-24,VNINDEX,860.35,868.68,854.78,868.68,333808460
160,2020-08-25,VNINDEX,870.92,877.57,870.92,874.12,327401910
161,2020-08-26,VNINDEX,873.62,876.97,871.78,873.47,312323380
162,2020-08-27,VNINDEX,872.38,875.71,871.93,874.71,271900810
163,2020-08-28,VNINDEX,878.79,885.86,874.71,878.98,314656850
164,2020-08-31,VNINDEX,882.13,888.44,879.26,881.65,322667280
165,2020-09-01,VNINDEX,882.4,892.51,880.79,891.73,273317520
166,2020-09-03,VNINDEX,898.25,904.32,896.26,903.97,308726200
167,2020-09-04,VNINDEX,896.02,903.97,893.86,901.54,302944640
168,2020-09-07,VNINDEX,903.85,905.8,888.25,888.25,369754460
169,2020-09-08,VNINDEX,891.61,894.58,884.88,890.14,255433630
170,2020-09-09,VNINDEX,883.68,892.4,881.57,889.32,271637930
171,2020-09-10,VNINDEX,895.29,896.78,888.82,888.82,275680070
172,2020-09-11,VNINDEX,888.82,890.98,884.67,888.97,260925560
173,2020-09-14,VNINDEX,891.89,895.31,888.97,894.57,310093510
174,2020-09-15,VNINDEX,896.61,898.74,894.57,896.26,331999340
175,2020-09-16,VNINDEX,897.43,897.58,894.63,897.47,254896560
176,2020-09-17,VNINDEX,897.47,899.41,890.93,894.04,359544010
177,2020-09-18,VNINDEX,896.08,902.11,894.04,900.95,284500330
178,2020-09-21,VNINDEX,904.5,909.78,900.95,907.94,335444870
179,2020-09-22,VNINDEX,905.9,909.69,902.47,906.19,354990230
180,2020-09-23,VNINDEX,908.97,913.52,906.19,912.5,308415530
181,2020-09-24,VNINDEX,910.53,914.51,907.32,908.58,342227190
182,2020-09-25,VNINDEX,910.78,911.3,905.56,908.27,312812490
183,2020-09-28,VNINDEX,911.2,913.6,908.27,912.5,364766720
184,2020-09-29,VNINDEX,916.63,917.49,903.98,903.98,417729640
185,2020-09-30,VNINDEX,904.34,907.0,900.44,905.21,293672500
186,2020-10-01,VNINDEX,910.13,914.09,905.21,914.09,316205380
187,2020-10-02,VNINDEX,914.09,916.67,897.72,909.91,482730800
188,2020-10-05,VNINDEX,913.77,915.55,910.96,914.68,406913470
189,2020-10-06,VNINDEX,918.11,918.93,912.77,915.67,455799490
190,2020-10-07,VNINDEX,913.62,923.57,912.69,919.72,477623200
191,2020-10-08,VNINDEX,922.08,922.08,913.89,918.84,425584130
192,2020-10-09,VNINDEX,919.48,924.0,917.7,924.0,326610120
193,2020-10-12,VNINDEX,930.78,933.13,923.28,925.83,394797160
194,2020-10-13,VNINDEX,926.76,930.96,923.78,929.86,307417390
195,2020-10-14,VNINDEX,931.89,940.18,931.89,940.18,365124980
196,2020-10-15,VNINDEX,945.28,945.93,938.7,942.76,417143340
197,2020-10-16,VNINDEX,944.03,946.23,935.98,943.3,374625520
198,2020-10-19,VNINDEX,945.01,946.29,941.92,943.69,335311440
199,2020-10-20,VNINDEX,941.0,944.54,937.32,944.42,363433030
200,2020-10-21,VNINDEX,947.16,948.2,939.0,939.03,352896560
201,2020-10-22,VNINDEX,938.06,949.9,933.78,949.9,297847000
202,2020-10-23,VNINDEX,953.45,961.26,949.9,961.26,369111310
203,2020-10-26,VNINDEX,967.52,970.15,950.8,950.8,377517530
204,2020-10-27,VNINDEX,950.8,954.72,946.28,946.47,385242630
205,2020-10-28,VNINDEX,942.82,946.91,921.05,921.05,406598890
206,2020-10-29,VNINDEX,916.49,925.84,914.33,919.08,335792470
207,2020-10-30,VNINDEX,925.41,926.32,911.2,925.47,280114700
208,2020-11-02,VNINDEX,926.09,933.68,924.14,933.68,260197290
209,2020-11-03,VNINDEX,936.73,937.57,932.18,935.41,280691040
210,2020-11-04,VNINDEX,935.41,943.56,933.86,939.76,309847110
211,2020-11-05,VNINDEX,940.32,945.51,937.75,937.75,253672780
212,2020-11-06,VNINDEX,939.73,941.2,934.63,938.29,232143730
213,2020-11-09,VNINDEX,942.15,951.99,938.29,951.99,350028640
214,2020-11-10,VNINDEX,962.68,963.47,951.9,951.9,395730970
215,2020-11-11,VNINDEX,954.46,956.65,947.61,952.22,333115900
216,2020-11-12,VNINDEX,953.97,959.28,952.22,959.28,300711560
217,2020-11-13,VNINDEX,959.56,966.29,959.13,966.29,396244600
218,2020-11-16,VNINDEX,970.11,972.98,950.5,950.79,448751740
219,2020-11-17,VNINDEX,955.52,968.9,950.79,968.9,352317830
220,2020-11-18,VNINDEX,969.48,974.3,966.32,973.53,417548590
221,2020-11-19,VNINDEX,975.32,983.26,973.53,983.26,441959450
222,2020-11-20,VNINDEX,984.71,990.0,980.72,990.0,442515130
223,2020-11-23,VNINDEX,991.87,995.9,985.38,994.19,416241780
224,2020-11-24,VNINDEX,996.55,997.99,984.92,995.76,472603060
225,2020-11-25,VNINDEX,1000.39,1002.31,995.76,999.94,410861420
226,2020-11-26,VNINDEX,999.24,1005.97,994.91,1005.97,383440400
227,2020-11-27,VNINDEX,1006.68,1010.22,1004.0,1010.22,356355590
228,2020-11-30,VNINDEX,1011.82,1012.5,1002.61,1003.08,417689660
229,2020-12-01,VNINDEX,988.71,1008.87,988.71,1008.87,505120880
230,2020-12-02,VNINDEX,1008.77,1015.86,1007.91,1014.32,450953340
231,2020-12-03,VNINDEX,1016.73,1020.35,1014.06,1019.8,468398510
232,2020-12-04,VNINDEX,1019.8,1025.17,1018.67,1021.49,496645360
233,2020-12-07,VNINDEX,1024.34,1030.41,1022.14,1029.98,441497880
234,2020-12-08,VNINDEX,1029.98,1032.58,1025.63,1029.26,470435190
235,2020-12-09,VNINDEX,1031.19,1039.55,1030.24,1039.13,526519110
236,2020-12-10,VNINDEX,1041.65,1044.1,1030.91,1030.91,520204600
237,2020-12-11,VNINDEX,1033.19,1045.96,1030.06,1045.96,387847600
238,2020-12-14,VNINDEX,1048.97,1064.09,1045.96,1064.09,471507860
239,2020-12-15,VNINDEX,1062.02,1067.45,1052.01,1055.27,579155230
240,2020-12-16,VNINDEX,1058.34,1066.99,1055.27,1066.99,530251460
241,2020-12-17,VNINDEX,1065.85,1066.99,1051.42,1051.77,596966690
242,2020-12-18,VNINDEX,1055.75,1068.56,1051.77,1067.46,526524670
243,2020-12-21,VNINDEX,1071.62,1081.6,1067.46,1081.08,626766500
244,2020-12-22,VNINDEX,1081.85,1084.23,1077.06,1083.45,661706010
245,2020-12-23,VNINDEX,1087.89,1094.09,1077.92,1078.9,711447510
246,2020-12-24,VNINDEX,1083.83,1084.76,1046.89,1067.52,658279720
247,2020-12-25,VNINDEX,1068.83,1084.42,1061.83,1084.42,564081800
248,2020-12-28,VNINDEX,1094.37,1096.11,1083.9,1091.33,634183550
249,2020-12-29,VNINDEX,1090.49,1102.79,1087.93,1099.49,585681180
250,2020-12-30,VNINDEX,1099.78,1108.83,1094.91,1097.54,587368160
251,2020-12-31,VNINDEX,1098.25,1105.33,1096.27,1103.87,472642020
252,2021-01-04,VNINDEX,1113.77,1126.43,1113.59,1120.47,669130300
253,2021-01-05,VNINDEX,1116.96,1133.16,1116.49,1132.55,672525100
254,2021-01-06,VNINDEX,1139.12,1152.85,1133.7,1143.21,685752700
255,2021-01-07,VNINDEX,1147.26,1156.49,1143.44,1156.49,683626300
256,2021-01-08,VNINDEX,1164.1,1176.33,1160.48,1167.69,724072400
257,2021-01-11,VNINDEX,1176.47,1186.45,1175.0,1184.89,735459400
258,2021-01-12,VNINDEX,1190.38,1192.28,1179.24,1192.28,641960400
259,2021-01-13,VNINDEX,1197.32,1200.82,1183.18,1186.05,707397200
260,2021-01-14,VNINDEX,1189.48,1190.5,1178.84,1187.4,707685900
261,2021-01-15,VNINDEX,1188.84,1197.74,1188.84,1194.2,713128700
262,2021-01-18,VNINDEX,1198.79,1200.85,1190.33,1191.94,676078200
263,2021-01-19,VNINDEX,1189.91,1191.94,1117.17,1131.0,886850500
264,2021-01-20,VNINDEX,1136.5,1142.48,1098.05,1134.68,768338900
265,2021-01-21,VNINDEX,1146.86,1164.21,1132.66,1164.21,636293700
266,2021-01-22,VNINDEX,1166.77,1175.72,1161.43,1166.78,689503400
267,2021-01-25,VNINDEX,1164.2,1172.18,1162.8,1166.05,637824000
268,2021-01-26,VNINDEX,1164.97,1166.05,1121.03,1136.12,717489900
269,2021-01-27,VNINDEX,1122.41,1136.12,1088.86,1097.17,714917500
270,2021-01-28,VNINDEX,1041.71,1052.16,1022.77,1023.94,666812100
271,2021-01-29,VNINDEX,998.33,1076.11,998.33,1056.61,711837700
272,2021-02-01,VNINDEX,1062.13,1074.52,1035.51,1035.51,588446500
273,2021-02-02,VNINDEX,1036.95,1075.53,1029.36,1075.53,526221500
274,2021-02-03,VNINDEX,1084.87,1113.24,1075.53,1111.29,606731400
275,2021-02-04,VNINDEX,1112.97,1117.88,1098.85,1112.19,445476800
276,2021-02-05,VNINDEX,1114.79,1126.91,1112.19,1126.91,436892900
277,2021-02-08,VNINDEX,1127.06,1127.06,1075.1,1083.18,609698500
278,2021-02-09,VNINDEX,1090.88,1114.93,1078.98,1114.93,459794700
279,2021-02-17,VNINDEX,1127.46,1155.78,1114.93,1155.78,482046200
280,2021-02-18,VNINDEX,1157.1,1174.38,1148.66,1174.38,560699200
281,2021-02-19,VNINDEX,1160.65,1178.18,1157.6,1173.5,520714600
282,2021-02-22,VNINDEX,1173.57,1182.67,1169.12,1175.04,542637200
283,2021-02-23,VNINDEX,1174.57,1184.32,1168.32,1177.64,545038100
284,2021-02-24,VNINDEX,1184.32,1185.58,1154.36,1162.01,545511700
285,2021-02-25,VNINDEX,1169.97,1169.97,1155.74,1165.43,468526100
286,2021-02-26,VNINDEX,1148.88,1169.28,1148.88,1168.47,506960700
287,2021-03-01,VNINDEX,1176.93,1186.82,1174.45,1186.17,574423600
288,2021-03-02,VNINDEX,1196.16,1196.16,1181.99,1186.61,512197000
289,2021-03-03,VNINDEX,1184.73,1189.18,1180.25,1186.95,563365200
290,2021-03-04,VNINDEX,1191.78,1191.9,1159.48,1168.52,612855400
291,2021-03-05,VNINDEX,1164.19,1169.56,1155.6,1168.69,537313300
292,2021-03-08,VNINDEX,1180.33,1181.25,1164.02,1168.27,608624800
293,2021-03-09,VNINDEX,1160.96,1168.27,1150.94,1161.97,575592300
294,2021-03-10,VNINDEX,1163.86,1170.59,1154.89,1170.08,547558000
295,2021-03-11,VNINDEX,1170.08,1183.73,1170.08,1181.73,568292300
296,2021-03-12,VNINDEX,1185.21,1186.52,1178.14,1181.56,571414100
297,2021-03-15,VNINDEX,1183.89,1186.06,1178.8,1184.56,616698600
298,2021-03-16,VNINDEX,1184.91,1184.91,1171.76,1179.9,607821300
299,2021-03-17,VNINDEX,1178.64,1186.09,1176.26,1186.09,628147900
300,2021-03-18,VNINDEX,1196.6,1200.94,1186.09,1200.94,554147600
301,2021-03-19,VNINDEX,1195.47,1199.67,1191.96,1194.05,582011200
302,2021-03-22,VNINDEX,1200.05,1200.21,1189.31,1194.43,607716400
303,2021-03-23,VNINDEX,1190.28,1191.47,1177.1,1183.45,624727100
304,2021-03-24,VNINDEX,1169.42,1183.45,1154.22,1161.81,631818400
305,2021-03-25,VNINDEX,1164.41,1170.76,1154.44,1163.1,591235700
306,2021-03-26,VNINDEX,1162.71,1165.76,1137.9,1162.21,611213000
